ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
92  ,PIZZICATO ST ,K1C7G4,Ward 19,,6,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2503E 2020 B,TH2505 2019 B,TH2502 2020 B,TH2504C 2020 B",5.0,1013036.0,7789.0,2300539.0,Construction,2023-02-08 12:59:08
94  ,PIZZICATO ST ,K1C7G4,Ward 19,,6,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2503E 2020 B,TH2505 2019 B,TH2502 2020 B,TH2504C 2020 B",5.0,1013036.0,7789.0,2300539.0,Construction,2023-02-08 12:59:08
96  ,PIZZICATO ST ,K1C7G4,Ward 19,,6,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2503E 2020 B,TH2505 2019 B,TH2502 2020 B,TH2504C 2020 B",5.0,1013036.0,7789.0,2300539.0,Construction,2023-02-08 12:59:08
98  ,PIZZICATO ST ,K1C7G4,Ward 19,,6,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2503E 2020 B,TH2505 2019 B,TH2502 2020 B,TH2504C 2020 B",5.0,1013036.0,7789.0,2300539.0,Construction,2023-02-08 12:59:08
175  ,MAIN ST ,K1S1C3,Ward 17,4M-1596,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Tenant fit-up on the 1st floor of a 6 storey apartment building (Unit 7, Tartelette Pastry & Cafe)",0.0,210000.0,1302.43,2300540.0,Construction,2023-02-08 13:34:07
2194  ,ROBERTSON RD ,K2H9J5,Ward 8,,35,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant fit-up in a 1 storey retail building (Unit #21 - Zu Hair Designs),0.0,40000.0,969.0,2300541.0,Construction,2023-02-08 14:19:54
204  ,"STE-MONIQUE, RUE  ",K1L7R1,Ward 12,M27,PT LT 79 PT LT 80,CONTRACTOR UNKNOWN,Apartment,Vanier,Interior alterations to a 2 storey 5 unit apartment building to create a 6 unit apartment building,1.0,200000.0,5150.0,2300542.0,Construction,2023-02-08 14:23:14
32  ,FERNBROOK PL ,K2M2L8,Ward 23,4M-837,83,JORDCO ENTERPRISES,Single,Kanata,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300544.0,Pool Enclosure,2023-02-08 14:35:24
24  ,IBER RD ,K2S2R1,Ward 6,4M454,,CONTRACTOR UNKNOWN,Retail,Goulbourn,Tenant fit-up on the first storey of a 1 storey retail building (Osmows Restaurant),0.0,100000.0,1200.0,2300545.0,Construction,2023-02-08 14:36:08
140  ,BOULONNAIS GROVE ,K2V0S8,Ward 6,4M-1637,201,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling,1.0,477685.9,2570.0,2300546.0,Construction,2023-02-08 14:56:18
958  ,LINARIA WALK ,K4A0H9,Ward 19,4M-313,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Interior alterations to the basement of a 2 storey rowhouse dwelling,0.0,8000.0,42.0,2300547.0,Construction,2023-02-08 15:00:25
52  ,HURON AVE N,K1Y0V9,Ward 15,4M-,529,MAPLE LEAF CUSTOM HOMES,Single,Old Ottawa,Construct a 3 storey detached dwelling,1.0,534376.25,2875.0,2300548.0,Construction,2023-02-08 15:10:25
100  ,QUEEN ST ,K1P1J9,Ward 14,3922,14-21,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 1st floor of a 17 storey office building (Install maglocks on freight elevator),0.0,15000.0,193.75,2300549.0,Construction,2023-02-08 15:11:19
52  ,HURON AVE N,K1Y0V9,Ward 15,152206,529,MAPLE LEAF CUSTOM HOMES,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1.0,15000.0,-900.0,2300550.0,Demolition,2023-02-08 15:11:29
72  ,GROVE AVE ,K1S3A8,Ward 17,115269,144,MOLLOY CONTRACTING INC.,Single,Old Ottawa,PLUMBING ONLY - Replacement of lead pipe water service from meter to curb stop,0.0,8000.0,0.0,2300551.0,Construction,2023-02-08 15:32:04
2740  ,FENTON RD ,K1T3T7,Ward 22,4M-,,CONTRACTOR UNKNOWN,Industrial,Gloucester,Interior alterations on 1st floor of a 2 storey industrial building,0.0,250000.0,3444.45,2300552.0,Construction,2023-02-08 15:45:15
1619  ,"ORLEANS, BOUL D'  ",K1C7E2,Ward 2,,3,CONTRACTOR UNKNOWN,Retail,Gloucester,PLUMBING ONLY: Replace fire protection system backflow assembly in a 1 storey retail building,0.0,5000.0,0.0,2300553.0,Construction,2023-02-08 15:55:09
1661  ,REINDEER WAY ,K4P0A2,Ward 20,4M1285,5,MALLETTE LANDSCAPING INC,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300554.0,Pool Enclosure,2023-02-09 08:58:13
60  ,ARIDUS CRES ,K2S2L4,Ward 6,4M-1647,55,CONTRACTOR UNKNOWN,Demolition,Goulbourn,Demolish a 2 storey detached dwelling (due to fire),-1.0,90000.0,-3000.0,2300555.0,Demolition,2023-02-09 09:07:42
86  ,IRVING AVE ,K1Y1Z4,Ward 15,111,11,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY: Replace lead pipe water service from meter to curb stop,0.0,8000.0,0.0,2300557.0,Construction,2023-02-09 09:41:46
81  ,BRIGHTSIDE AVE ,K2S1K2,Ward 6,4M-1163,161,HORIZON PLUMBING,Single,Goulbourn,Interior alterations in the basement of a 1 storey detached dwelling,0.0,5000.0,323.0,2300558.0,Construction,2023-02-09 09:47:07
1968  ,GARLOCK RD ,K0A2E0,Ward 21,4M-,31,CONTRACTOR UNKNOWN,Detached Garage/Shed,Rideau,Construct a detached workshop (rear yard),0.0,120000.0,2400.0,2300559.0,Construction,2023-02-09 09:47:59
98  ,AXEL CRES ,K2V0L1,Ward 6,4M-161,30,OAKWOOD DESIGNERS & BUILDERS,Single,Kanata,Interior alterations in a 2 storey detached dwelling,0.0,2800.0,108.0,2300560.0,Construction,2023-02-09 09:55:51
1011  ,SHOWMAN ST ,K0A2Z0,Ward 21,,166,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Parkside 2020 GE,1.0,445641.0,2665.0,2300562.0,Construction,2023-02-09 10:05:56
120  ,SAI CRES ,K1G5P1,Ward 10,4M-763,72,MALLETTE LANDSCAPING INC,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300563.0,Pool Enclosure,2023-02-09 10:20:00
1467  ,CHATELAIN AVE ,K1Z8B2,Ward 16,346,341-342,9036091 CANADA INC.,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (load bearing wall),0.0,12000.0,6.5,2300564.0,Construction,2023-02-09 10:25:32
1004  ,SHOWMAN ST ,K0A2Z0,Ward 21,,179,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Parkside 2020 TN,1.0,445139.0,2662.0,2300565.0,Construction,2023-02-09 10:28:31
99  ,BANK ST ,K1P6B9,Ward 14,CCP 417,,ARK CONSTRUCTION LTD.,Office,Old Ottawa,"Interior alterations on 8th floor of 15 storey office building (PWC Ottawa - new wellness, first aid and washrooms)",0.0,100000.0,387.0,2300566.0,Construction,2023-02-09 10:36:01
624  ,HIGHLAND AVE ,K2A2K3,Ward 15,351,26,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a detached garage (rear yard),0.0,60000.0,772.0,2300569.0,Construction,2023-02-09 10:56:44
37  ,CASTLEGREEN PRIV ,K1T3N2,Ward 10,459,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations in the basement of a 2 storey stacked rowhouse (add a powder room),0.0,10000.0,37.67,2300570.0,Construction,2023-02-09 11:00:42
1465  ,CALDWELL AVE ,K1Z5L6,Ward 16,,L,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to roof and facade of a 14 storey apartment building (Upgrade telecommunication equipment),0.0,250000.0,0.0,2300571.0,Construction,2023-02-09 11:40:47
432  ,GINGER CRES ,K0A2P0,Ward 20,4M-1686,7,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling,1.0,550546.9400000001,2962.0,2300572.0,Construction,2023-02-09 11:41:58
421  ,GINGER CRES ,K0A2P0,Ward 20,4M-1686,11,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling,1.0,495715.29,2667.0,2300573.0,Construction,2023-02-09 11:46:03
1565  ,CHAMPNEUF DR ,K1C6B4,Ward 2,4M-479,101,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (repair fire damage),0.0,325000.0,2002.0,2300574.0,Construction,2023-02-09 11:49:57
1880  ,ROSEWIND CRT ,K1C7E3,Ward 2,4M-697,6,MANOTICK WINDOWS & DOORS,Single,Gloucester,Install 2 enlarge windows in the basement of a 2 storey detached dwelling,0.0,6900.0,0.0,2300575.0,Construction,2023-02-09 12:15:50
6  ,DONEGAL RD ,K2S1P7,Ward 6,584,6,CONTRACTOR UNKNOWN,Demolition,Goulbourn,Demolish a 1 storey detached dwelling,-1.0,10000.0,-1000.0,2300576.0,Demolition,2023-02-09 13:25:27
6  ,DONEGAL RD ,K2S1P7,Ward 6,584,6,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 2 storey detached dwelling,1.0,806122.19,5537.0,2300577.0,Construction,2023-02-09 13:27:05
4134  ,CALBRENT WAY ,K0A2W0,Ward 20,4M-1127,1,CONTRACTOR UNKNOWN,Single,Osgoode,Construct 2 storey detached dwelling with SDU with (existing) attached garage,2.0,383078.07,2758.0,2300578.0,Construction,2023-02-09 13:33:27
155  ,QUEEN ST ,K1P6L1,Ward 14,3922,12 & 13,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 8th floor of a 14 storey office building (Unit 800 - House of Commons),0.0,223000.0,398.26,2300579.0,Construction,2023-02-09 13:37:09
7  ,BURNBROOK CRES ,K2H9A6,Ward 7,M311,4,***CONTRACTOR***,Single,Nepean,PLUMBING ONLY: Relocate shower drain,0.0,8000.0,10.0,2300580.0,Construction,2023-02-09 14:34:06
11  ,COBB CRT ,K2J2K2,Ward 24,4M-,433,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations in the basement of a 2 storey detached dwelling,0.0,6780.0,226.0,2300581.0,Construction,2023-02-09 14:42:20
15  ,KADEER WAY ,K2J1J6,Ward 24,M189,78,CONTRACTOR UNKNOWN,Semi - Detached,Nepean,Construct a secondary dwelling unit in the basement of a 1 storey semi-detached dwelling,1.0,20000.0,538.0,2300582.0,Construction,2023-02-09 14:54:58
2  ,RIVERDOWN DR ,K2K2Z2,Ward 7,434,14-21,TOP HAT HOME COMFORT SERVICES,Office,Nepean,Install a woodstove in a 1 storey office building,0.0,8000.0,1.0,2300583.0,Construction,2023-02-09 15:29:07
70  ,RITCHIE ST ,K2B6E9,Ward 7,209,,PV PLUMBING & WATER INC.,Single,Old Ottawa,PLUMBING ONLY: Connect city water to the basement of a 2 storey detached dwelling,0.0,3000.0,0.0,2300584.0,Construction,2023-02-09 15:41:46
188  ,WAVERLEY ST ,K2P0V6,Ward 14,49052,"47, 48, 49",CONTRACTOR UNKNOWN,Apartment,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water and fire protection supply (Waverley Manor Apartments),0.0,5000.0,0.0,2300585.0,Construction,2023-02-09 15:51:37
310  ,SINGLETON WAY ,K1E2B3,Ward 1,50M-73,16,LES ENTERPRISES LAMARRE,Single,Cumberland,Interior alterations to a 2 storey detached dwelling (basement reno),0.0,70000.0,758.0,2300586.0,Construction,2023-02-09 16:14:46
397 B ,RICHMOND RD ,K2A0E9,Ward 15,,"1,2",CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up in a 1 storey retail building (The Pilates Playground),0.0,150000.0,1883.6,2300587.0,Construction,2023-02-09 16:26:58
162  ,BEAUSOLEIL DR ,K1N8X8,Ward 12,43586,7,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Construct an additional dwelling unit in a 2 storey duplex,1.0,9000.0,500.0,2300588.0,Construction,2023-02-10 08:54:02
215  ,WURTEMBURG ST ,K1N8T1,Ward 12,43586,48,GENLET ELECTRIC INC.,Apartment,Old Ottawa,Interior alterations in the basement of a 16 storey apartment building (construct new electrical room and decommission electrical equipment vault),0.0,348000.0,100.0,2300589.0,Construction,2023-02-10 09:22:02
6509  ,"JEANNE-D'ARC, BOUL  N",K1C2R1,Ward 2,M 217,,CONTRACTOR UNKNOWN,Other,Gloucester,TEMPORARY PERMIT: Erect a temporary tent for a seasonal outdoor garden centre (Metro #260),0.0,22420.0,3999.98,2300590.0,Construction,2023-02-10 09:27:08
357  ,WAVERLEY ST W,K2P0W4,Ward 14,12,W PT LOT 6,CAPITAL BACKFLOW CORP,Office,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply in a 3 storey office building,0.0,6000.0,0.0,2300591.0,Construction,2023-02-10 09:36:09
1730  ,CEDARLAKES WAY ,K4P0E3,Ward 20,1555,8,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling with finished basement,1.0,560863.5,3250.0,2300592.0,Construction,2023-02-10 09:49:04
5517  ,HAZELDEAN RD ,K2S0P5,Ward 6,4M-,,CONTRACTOR UNKNOWN,Retail,Kanata,Interior alterations to a 1 storey restaurant (Unit 6 - Five Guys),0.0,180000.0,2347.0,2300593.0,Construction,2023-02-10 09:53:05
64  ,MELROSE AVE ,K1Y1T9,Ward 15,201,2157,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY: Interior alterations on the 1st floor of a 2 storey detached dwelling (relocate bathroom fixtures),0.0,12000.0,0.0,2300594.0,Construction,2023-02-10 10:05:04
432  ,GEORGE ST W,K1S3J2,Ward 14,46,7,KCE CONSTRUCTION LTD,Duplex,Old Ottawa,PLUMBING ONLY: Replacement of lead pipe water service from meter to curb stop,0.0,7650.0,0.0,2300596.0,Construction,2023-02-10 10:22:45
1250  ,STITTSVILLE MAIN ST ,K2S1S9,Ward 6,4M-,24,SPACEFORM CONSTRUCTORS INCORPORATED,Retail,Goulbourn,Tenant fit-up in a 1 storey retail building (Kardish Health Food Centre),0.0,63000.0,3473.0,2300597.0,Construction,2023-02-10 10:43:50
100  ,COLONNADE RD N,K2E7L6,Ward 9,4M-,29,CONTRACTOR UNKNOWN,Office,Nepean,Interior alterations to a 3 storey office building,0.0,1033398.0,9902.800000000001,2300598.0,Construction,2023-02-10 11:45:33
112 B ,MAILES AVE ,,Ward 15,400,74,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling with secondary dwelling unit in basement,2.0,643670.79,4357.0,2300599.0,Construction,2023-02-10 12:40:17
112  ,MAILES AVE ,K1Z6V6,Ward 15,400,74,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling with secondary dwelling unit in basement,2.0,643670.79,4357.0,2300599.0,Construction,2023-02-10 12:40:17
112  ,MAILES AVE ,K1Z6V6,Ward 15,400,74,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1.0,15000.0,-1800.0,2300600.0,Demolition,2023-02-10 12:40:49
125  ,TRAILSEDGE WAY ,K1W0G6,Ward 19,4M-1450,53,WEST HILL HOMES LTD.,Single,Gloucester,Finish the basement and interior alterations in a 2 storey detached dwelling,0.0,60512.89,1824.0,2300601.0,Construction,2023-02-10 13:14:46
1  ,FRANK ST ,K2P0W8,Ward 14,M4,PT LOTS 75-76,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Finish the basement in a 2 storey detached dwelling (bathroom, insulate perimeter, relocate laundry)",0.0,29508.45,635.0,2300602.0,Construction,2023-02-10 14:44:59
1053  ,CARLING AVE ,K1Y4E9,Ward 15,135079,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 7 storey institutional building (The Civic Hospital),0.0,725000.0,1334.0,2300603.0,Construction,2023-02-10 15:00:43
538  ,ERINWOODS CIR ,K2J5M7,Ward 3,4M-1233,166,ICS OTTAWA,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0.0,50000.0,390.0,2300604.0,Construction,2023-02-10 15:01:25
1931  ,JUNO AVE ,K1H6S6,Ward 18,799,17,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a porch addition (interior side yard),0.0,20000.0,83.0,2300606.0,Construction,2023-02-13 09:18:53
160  ,METCALFE ST ,K2P1P2,Ward 14,2996,49,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up on the ground floor of a 3 storey mixed use building (install 2 kitchen exhaust hoods),0.0,50000.0,538.2,2300607.0,Construction,2023-02-13 09:34:52
673  ,CHAPMAN BLVD ,K1G1T5,Ward 18,656,PT LOTS 780-781,OAKWOOD DESIGNERS & BUILDERS,Single,Old Ottawa,Interior/exterior alterations in a 1 storey detached dwelling (kitchen reno & new rear deck),0.0,8456.0,936.46,2300608.0,Construction,2023-02-13 09:36:09
2538  ,RIVER RD ,K4M1B4,Ward 20,,20,POOL BUILDERS OTTAWA,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300609.0,Pool Enclosure,2023-02-13 09:38:33
600  ,MIRO WAY ,K2T0E6,Ward 4,1380,181,***CONTRACTOR***,Single,Kanata,Finish basement in a 2 storey detached dwelling,0.0,24164.4,520.0,2300610.0,Construction,2023-02-13 09:49:10
5606  ,EASTMAN AVE ,K4M1E2,Ward 21,4M-430,11,CONTRACTOR UNKNOWN,Single,Rideau,Construct a porch (rear yard),0.0,45000.0,538.0,2300611.0,Construction,2023-02-13 09:58:47
4000  ,LABELLE ST ,K1J1A1,Ward 11,,PT LOT 16,CONTRACTOR UNKNOWN,Institutional,Gloucester,Interior alterations on the 2nd floor of a 4 storey institutional building (Conseil des écoles catholiques du Centre-Est CECCE),0.0,600000.0,14985.0,2300612.0,Construction,2023-02-13 10:16:25
1937  ,CAPRIHANI WAY ,K4A4T4,Ward 1,4M-1180,55,HICKORY DICKORY DECKS,Single,Cumberland,Construct a deck (rear yard),0.0,60000.0,603.0,2300613.0,Construction,2023-02-13 10:23:06
2214  ,INNES RD ,K1C7G4,Ward 19,,,ALL PRO PLUMBING AND HEATING,Institutional,Gloucester,PLUMBING ONLY: Install a backflow prevention device on the domestic water supply of a 1 storey place of worship (The Life Centre Christian),0.0,5000.0,1.0,2300614.0,Construction,2023-02-13 10:27:53
15 B ,MOWAT ST ,,Ward 11,591,S PT LOT 162,***CONTRACTOR***,Single,Gloucester,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1.0,20000.0,1053.0,2300615.0,Construction,2023-02-13 10:31:11
15  ,MOWAT ST ,K1J6R1,Ward 11,591,S PT LOT 162,***CONTRACTOR***,Single,Gloucester,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1.0,20000.0,1053.0,2300615.0,Construction,2023-02-13 10:31:11
1798  ,WOODHAVEN HTS ,K1E2W2,Ward 2,50M68,34,OGC LTD.,Single,Cumberland,Interior alterations to a 2 storey detached dwelling (kitchen/bathroom renos),0.0,60000.0,1548.0,2300616.0,Construction,2023-02-13 10:33:57
599  ,KING EDWARD AVE ,K1N7N5,Ward 12,14349,8,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey shed,0.0,8000.0,-228.0,2300617.0,Demolition,2023-02-13 10:47:56
116  ,LISGAR ST ,K2P0C2,Ward 14,14350,60-61,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 3rd floor of a 7 storey office building (Suite 304),0.0,85000.0,492.13,2300618.0,Construction,2023-02-13 11:02:35
43  ,SHAWGLEN WAY ,K2J5M2,Ward 3,4M-1188,157,SOLAR X,Single,Nepean,Install solar panels on the roof of a 2 storey detached dwelling,0.0,32031.32,280.0,2300619.0,Construction,2023-02-13 11:19:30
580  ,ANCHOR CIR ,K4M0N4,Ward 21,4M-,,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 storey detached dwelling (Elderberry 2022 Elevation D),1.0,594784.0,3200.0,2300620.0,Construction,2023-02-13 11:30:29
584  ,ANCHOR CIR ,K4M0N4,Ward 21,4M-,,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 storey detached dwelling (Elderberry II 2022 Elevation C),1.0,594784.0,3200.0,2300621.0,Construction,2023-02-13 11:32:16
70  ,COLOMBINE DRWY ,,Ward 15,396,34/35,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 27 storey institutional building (Fire Alarm Panel),0.0,230000.0,1.0,2300622.0,Construction,2023-02-13 11:38:43
990  ,TERON RD ,K2K1R1,Ward 4,4M-,,ALL PRO PLUMBING AND HEATING,Institutional,Kanata,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic cold water supply to a 2 storey institutional building (Life Centre Church),0.0,5000.0,10.0,2300623.0,Construction,2023-02-13 11:41:55
666  ,ISLAND PARK DR ,K1Y0B7,Ward 15,,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2nd storey addition to a 2 storey detached dwelling (side yard),0.0,44003.58,251.0,2300624.0,Construction,2023-02-13 11:47:32
1371 B ,CHARTRAND AVE ,,Ward 1,17,12,A PARENT COMPANY INC.,Single,Cumberland,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling and modification to the existing wood landing and steps,1.0,80000.0,1237.8500000000001,2300625.0,Construction,2023-02-13 11:49:59
1371  ,CHARTRAND AVE ,K1E1H7,Ward 1,17,12,A PARENT COMPANY INC.,Single,Cumberland,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling and modification to the existing wood landing and steps,1.0,80000.0,1237.8500000000001,2300625.0,Construction,2023-02-13 11:49:59
191  ,OVERBERG WAY ,K2S0V7,Ward 23,4M-1508,,CONTRACTOR UNKNOWN,Rowhouse,Goulbourn,Install an access door from garage into a 2 storey rowhouse,0.0,5000.0,2.0,2300626.0,Construction,2023-02-13 11:51:58
14  ,DALECROFT CRES ,K2G5V9,Ward 8,4M-682,23,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations in a 2 storey detached dwelling,0.0,30000.0,235.0,2300627.0,Construction,2023-02-13 12:09:51
165  ,ISLAND PARK DR ,K1Y0A1,Ward 15,402,22-23,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to a 1 storey detached dwelling (altering garage door opening),0.0,10000.0,0.0,2300629.0,Construction,2023-02-13 12:24:05
177  ,IRVING AVE ,K1Y1Z6,Ward 15,4M-,36,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY: Replacement of lead pipe water service from meter to curb stop,0.0,3000.0,0.0,2300630.0,Construction,2023-02-13 12:31:45
20 B ,HEADINGLY CRES ,,Ward 9,378655,124,CONTRACTOR UNKNOWN,Single,Nepean,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1.0,15000.0,1205.0,2300631.0,Construction,2023-02-13 13:06:18
20  ,HEADINGLY CRES ,K2G0Y3,Ward 9,378655,124,CONTRACTOR UNKNOWN,Single,Nepean,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1.0,15000.0,1205.0,2300631.0,Construction,2023-02-13 13:06:18
73  ,BREEZEHILL AVE N,K1Y2H6,Ward 15,73,,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY - Install a premise isolation backflow preventer device on the domestic water supply in a 2 storey office building,0.0,5000.0,0.0,2300632.0,Construction,2023-02-13 14:11:44
2364  ,HADDINGTON CRES ,K1H8J4,Ward 18,843,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a second floor addition to a 2 storey detached dwelling (above garage),0.0,99793.7,582.0,2300633.0,Construction,2023-02-13 14:18:01
865  ,CAPPAMORE DR ,K2J6V6,Ward 3,,68,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 3 storey detached dwelling,1.0,441998.86,2378.0,2300634.0,Construction,2023-02-13 14:30:32
475  ,SOMERSET ST W,K1R5J7,Ward 14,15061,21 & 22,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,"Tenant fit up in a 3 storey mixed use building (Unit 1, Keyto Your Heart Bakery - Takeout Only)",0.0,20000.0,646.0,2300635.0,Construction,2023-02-13 16:01:38
