ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
125  ,"UNIVERSITE, PRIVE  ",K1N6N5,Ward 12,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 5 storey institutional building (pool filtration replacement),0.0,2817533.0,1855.0,2300446.0,Construction,2023-02-02 15:16:08
352  ,DOMINION AVE ,K2A2G9,Ward 7,4M-,1-7,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Construct a 1 storey industrial building (Dominion station switchgear OLRT - Confederation line extension,0.0,82382.05,738.72,2300447.0,Construction,2023-02-02 15:18:56
17  ,EAST ADAMS ST ,K2G0H8,Ward 9,352049,75,COPPERSTONE KITCHENS AND RENOVATIONS,Single,Nepean,Interior alterations in a 1 storey detached dwelling (bathroom skylight & alterations),0.0,35000.0,68.4,2300448.0,Construction,2023-02-02 15:28:24
144  ,GLEN AVE ,K1S3A2,Ward 17,118051,195,ADCOR CONSTRUCTION AND SONS,Single,Old Ottawa,Interior alterations to the 2nd floor bathroom of a 2 storey detached dwelling,0.0,3000.0,51.0,2300450.0,Construction,2023-02-02 15:46:31
50  ,RIDEAU ST ,K1N5W8,Ward 12,3922,"1-10,67-72",CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up on the 2nd floor of a 4 storey retail building (Unit # 215 A, Arc'teryx - CF Rideau Centre)",0.0,537000.0,2589.8,2300451.0,Construction,2023-02-03 08:43:31
107  ,AMBERWOOD CRES ,K2E7C2,Ward 9,628300,242,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations in the basement of a 2 storey detached dwelling,0.0,35000.0,182.0,2300452.0,Construction,2023-02-03 08:51:16
50  ,RIDEAU ST ,K1N5W8,Ward 12,4M-,3-4,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations in a 4 storey retail building (construct wall for oil room),0.0,50000.0,258.33,2300453.0,Construction,2023-02-03 08:56:02
755  ,RICHMOND RD ,K2A0G6,Ward 7,OC1953147,27,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,TEMPORARY PERMIT: Construct a shelter (13A),0.0,234192.0,2100.0,2300454.0,Construction,2023-02-03 09:05:28
70  ,SYNERGY WAY ,K2W0K3,Ward 5,4M1567,9,OAKWOOD DESIGN AND BUILDING,Single,Kanata,Construct a 2 storey detached dwelling,1.0,654448.27,3521.0,2300455.0,Construction,2023-02-03 09:23:34
10  ,"MARIE-CURIE, PRIVE  ",K1N6N5,Ward 12,53478,19 TO 31,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 1st floor of a 4 storey institutional building (Hazardous and radioactive waste storage rooms),0.0,313439.0,350.0,2300456.0,Construction,2023-02-03 09:33:36
2733  ,LANCASTER RD ,K1B0A9,Ward 18,4R5656,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the ground floor of a 2 storey office building - Unit 110 (Express Employment Professionals),0.0,75000.0,2152.78,2300457.0,Construction,2023-02-03 09:47:44
51  ,HOLLY ACRES RD ,K2H1C7,Ward 8,4M-,16,MASS ELECTRIC CONSTRUCTION CANADA CO.,Industrial,Nepean,Construct a 1 storey industrial building (Traction Power Substation) OLRT - Bayshore Station,0.0,82383.17,738.73,2300458.0,Construction,2023-02-03 10:02:49
1580  ,STACKHOUSE CRT ,K4C1A9,Ward 1,M33,27,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to the 1st floor of a 2 storey detached dwelling (renovation of entire floor),0.0,100000.0,1615.0,2300459.0,Construction,2023-02-03 10:03:48
407  ,LAURIER AVE W,K1A1M3,Ward 14,529,,CONTRACTOR UNKNOWN,Office,Old Ottawa,"PUMBLING ONLY: Install a zone premise isolation backflow prevention devices on the domestic cold water supply to 2 suites in a 2 storey mixed used building (Units 1, 10/11A)",0.0,50000.0,0.0,2300460.0,Construction,2023-01-31 00:00:00
2385  ,CITY PARK DR ,K1J7P4,Ward 11,4M648,,CONTRACTOR UNKNOWN,Retail,Gloucester,Interior alterations to a 2 storey commercial building (Fire Alarm panel replacement),0.0,18157.0,1.0,2300461.0,Construction,2023-02-03 10:27:31
3854  ,ARMITAGE AVE ,K0A1T0,Ward 5,586,10,CONTRACTOR UNKNOWN,Demolition,West Carleton,Demolish a detached dwelling,-1.0,1000.0,-500.0,2300462.0,Demolition,2023-02-03 10:56:50
1810  ,"ST-LAURENT, BOUL  ",K1G1A2,Ward 18,,15,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 1st floor of a 2 storey office building,0.0,178000.0,443.47,2300463.0,Construction,2023-02-03 11:11:05
1386  ,WOODROFFE AVE ,K2G6J8,Ward 8,4R420,34-35,CONTRACTOR UNKNOWN,Industrial,Nepean,Construct a 1 storey industrial building (Algonquin station switchgear OLRT - Confederation line extension),0.0,82382.05,738.72,2300464.0,Construction,2023-02-03 11:15:28
2590  ,QUEENSVIEW DR ,K2B8H6,Ward 7,372212,"311-312, 318-320",MASS ELECTRIC CONSTRUCTION CANADA CO.,Industrial,Old Ottawa,Construct a 1 storey industrial building (Traction Power Substation) OLRT - Queensview Station,0.0,82383.17,738.73,2300465.0,Construction,2023-02-03 11:24:42
2203  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY - Install a backflow prevention device on the domestic water supply in a 1 storey commercial building,0.0,3000.0,0.0,2300466.0,Construction,2023-02-03 11:26:51
2205  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY:  Install a backflow prevention device on the domestic water supply in a 1 storey commercial building,0.0,3000.0,0.0,2300467.0,Construction,2023-02-03 11:28:00
2213  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY - Install a backflow prevention device on the domestic water supply in a 1 storey office building,0.0,3000.0,0.0,2300468.0,Construction,2023-02-03 11:29:02
2211  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY:  Install a backflow prevention device on the domestic water supply in a 1 storey commercial building,0.0,3000.0,0.0,2300469.0,Construction,2023-02-03 11:29:56
2219  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply to a 2 storey office building,0.0,3000.0,0.0,2300470.0,Construction,2023-02-03 11:32:13
2207  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY - Install a backflow prevention device on the domestic water supply in a 1 storey commercial  building,0.0,3000.0,0.0,2300471.0,Construction,2023-02-03 11:33:29
2193  ,ARCH ST ,K1G2H5,Ward 18,4M-,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY:  Install a backflow prevention device on the domestic water supply in a 2 storey commercial building,0.0,3000.0,0.0,2300472.0,Construction,2023-02-03 11:34:52
2209  ,ARCH ST ,K1G2H5,Ward 18,4M-,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY:  Install a Premise Isolation Backflow Prevention Device on the domestic water supply to a 2 storey office building,0.0,3000.0,0.0,2300473.0,Construction,2023-02-03 11:36:04
10  ,SYCAMORE DR ,K2H6R5,Ward 8,440846,1043,OTTER ENERGY,Single,Nepean,Install solar panels on the roof of a 2 storey detached dwelling,0.0,9000.0,290.0,2300475.0,Construction,2023-02-03 11:41:00
2201  ,ARCH ST ,K1G2H5,Ward 18,728,,URBANDALE CORPORATION,Office,Old Ottawa,PLUMBING ONLY - Install a backflow prevention device on the domestic water supply in a 1 storey commercial building,0.0,3000.0,0.0,2300476.0,Construction,2023-02-03 11:46:49
204  ,SILVER DART PRIV ,K0A1L0,Ward 5,4M-1593,93,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,West Carleton,Construct a 2 Storey Single with attached garage  Model: Newington 2021 M,1.0,574233.0,3434.0,2300477.0,Construction,2023-02-03 14:02:45
5  ,BONNER ST ,K2H5Y7,Ward 8,,11,CONTRACTOR UNKNOWN,Demolition,Nepean,Remove a 1 storey mobile home,-1.0,1000.0,-600.0,2300478.0,Demolition,2023-02-03 14:34:40
976  ,WOODROFFE AVE ,K2A3R7,Ward 7,293826,50,***CONTRACTOR***,Single,Old Ottawa,Construct a 1 storey addition and interior alterations to a 1 storey detached dwelling,0.0,64946.87,645.0,2300480.0,Construction,2023-02-06 09:00:14
594  ,FALWYN CRES ,K4A2A3,Ward 1,4M-,84,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations in a 1 storey detached dwelling,0.0,5000.0,0.0,2300481.0,Construction,2023-02-06 09:02:29
32 B ,DUN SKIPPER DR ,K1X0J3,Ward 22,4M-1618,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with a secondary dwelling unit (Klondike),2.0,612551.26,4376.0,2300482.0,Construction,2023-02-06 09:08:36
32  ,DUN SKIPPER DR ,K1X0J3,Ward 22,4M-1618,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with a secondary dwelling unit (Klondike),2.0,612551.26,4376.0,2300482.0,Construction,2023-02-06 09:08:36
17  ,BLOSSOMFIELD CRT ,K1B1C6,Ward 11,4M-1174,13,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a deck extension (rear yard),0.0,10000.0,200.0,2300483.0,Construction,2023-02-06 09:14:00
1300  ,MCWATTERS RD ,K2C3E6,Ward 8,482,1 and 2,DELSAN AIM,Demolition,Old Ottawa,Demolish a 1 storey accessory building,0.0,250000.0,-1862.0,2300484.0,Demolition,2023-02-06 09:27:42
203  ,LENNOX PARK AVE ,K1G0K3,Ward 18,567,138,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the 1st floor of a 1 storey detached dwelling,0.0,46000.0,510.0,2300485.0,Construction,2023-02-06 09:32:10
336  ,DONALD ST ,K1K1M5,Ward 13,441,184,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device in a 2 storey office building,0.0,5000.0,0.0,2300486.0,Construction,2023-02-06 09:47:58
610  ,SOMERSET ST W,K1R5K4,Ward 14,22207,7 AND 7A S/S,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to the 1st floor of a 2 storey retail building (Korean BBQ-install kitchen exhaust hoods system),0.0,100000.0,1.0,2300487.0,Construction,2023-02-06 10:04:13
822  ,WESTON DR ,K1G1W4,Ward 18,662,1195,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling (kitchen renovation),0.0,6200.0,32.29,2300488.0,Construction,2023-02-06 10:16:48
9  ,CARLYLE AVE ,K1S4Y1,Ward 17,36,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Install a wood stove on the 1st floor of a 2 storey detached dwelling,0.0,24310.0,10.0,2300489.0,Construction,2023-02-06 10:29:04
808  ,COMPANION CRES ,K0A2E0,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Rideau,"Construct a 1 Storey Rowhouse with attached garages  Models: Pratt 2022 C,Pratt 2022 A,Pratt 2022 C",3.0,533376.0,4101.0,2300490.0,Construction,2023-02-06 10:29:21
810  ,COMPANION CRES ,K0A2E0,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Rideau,"Construct a 1 Storey Rowhouse with attached garages  Models: Pratt 2022 C,Pratt 2022 A,Pratt 2022 C",3.0,533376.0,4101.0,2300490.0,Construction,2023-02-06 10:29:21
812  ,COMPANION CRES ,K0A2E0,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Rideau,"Construct a 1 Storey Rowhouse with attached garages  Models: Pratt 2022 C,Pratt 2022 A,Pratt 2022 C",3.0,533376.0,4101.0,2300490.0,Construction,2023-02-06 10:29:21
1272  ,WILLOWDALE AVE ,K1H7S8,Ward 18,623,PT LOTS 40-41,BATES HOME IMPROVEMENTS,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling (new rooms & side door),0.0,17000.0,646.0,2300491.0,Construction,2023-02-06 10:31:03
355  ,COOPER ST ,K2P0G8,Ward 14,,"4,39,40,41",CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to a 1 storey building (create new HIVE space, level 3 classroom area)",0.0,150000.0,2045.14,2300492.0,Construction,2023-02-06 11:02:51
1713  ,"ST-LAURENT, BOUL  ",K1B4S6,Ward 18,M126,4-5,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up in a 1 storey retail building (Bienvenidos Latin Market Inc - combined Units 1711 & 1713, add kitchen equipment with exhaust hood)",0.0,40000.0,258.34000000000003,2300493.0,Construction,2023-02-06 11:10:55
360  ,BRONSON AVE ,K1R6J3,Ward 14,3459,92,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Convert the shared basement storage space to a 4th dwelling unit in a 3 storey apartment building,1.0,50000.0,1506.0,2300495.0,Construction,2023-02-06 11:39:06
541  ,TULLAMORE ST ,K1X0A2,Ward 20,4M-1275,29,CONTRACTOR UNKNOWN,Single,Gloucester,Finish the basement in a 2 storey detached dwelling,0.0,55021.87,1184.03,2300496.0,Construction,2023-02-06 11:46:36
7086  ,SHIELDS DR ,K4P1A9,Ward 20,M142,18,OGC LTD.,Single,Osgoode,Interior alterations to a 2 storey detached dwelling,0.0,41500.0,0.0,2300497.0,Construction,2023-02-06 11:58:33
2567  ,ALANIS PRIV ,K1T4A1,Ward 10,4M-982,,***CONTRACTOR***,Rowhouse,Gloucester,Interior alterations on the 2nd floor of a 2 storey rowhouse (new bedroom & bathroom),0.0,6000.0,398.27,2300498.0,Construction,2023-02-06 13:22:25
2575  ,INNES RD ,K1B3K1,Ward 2,805,,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device in a 1 storey office building,0.0,5000.0,0.0,2300499.0,Construction,2023-02-06 13:30:45
291  ,SHAKESPEARE ST ,K1L5M3,Ward 12,246,355 354,CONTRACTOR UNKNOWN,Apartment,Vanier,Alterations to a 2 storey triplex (adding an exterior door for basement unit),0.0,1000.0,0.0,2300500.0,Construction,2023-02-06 13:50:24
847  ,SCHOONER CRES ,K1V1Y2,Ward 22,4M168,,CONTRACTOR UNKNOWN,Coach House,Gloucester,Construct a 1 storey coach house in the rear yard of a 2 storey detached dwelling,1.0,111310.11,598.86,2300501.0,Construction,2023-02-06 14:03:36
7  ,KAKULU RD ,K2L2L4,Ward 23,211,,CONTRACTOR UNKNOWN,Retail,Kanata,Tenant fit up in a 1 storey retail building to create a base unit,0.0,35000.0,456.8,2300502.0,Construction,2023-02-06 14:06:05
116  ,VERSILIA DR ,K2G7E2,Ward 24,4M-1224,,COPPERSTONE KITCHENS AND RENOVATIONS,Single,Nepean,Interior alterations in a 2 storey detached dwelling,0.0,35000.0,389.0,2300503.0,Construction,2023-02-06 14:30:31
125  ,SUSSEX DR ,K1A0G2,Ward 12,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to an 11 storey office building (Lester B Person building),0.0,54700000.0,191328.5,2300504.0,Construction,2023-02-06 14:48:14
517  ,BRAYDON AVE ,K1G0W7,Ward 18,604,158,IMPRESSIONS GROUP,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300505.0,Pool Enclosure,2023-02-06 15:26:59
683  ,TALIESIN CRES ,K2S2W5,Ward 6,4M-,,CARDEL HOMES INC. OTTAWA DIVISION,Rowhouse,Goulbourn,Construct a 2 storey block of 4 rowhouse dwellings,4.0,1388452.84,8652.0,2300506.0,Construction,2023-02-06 15:33:51
685  ,TALIESIN CRES ,K2S2W5,Ward 6,4M-,,CARDEL HOMES INC. OTTAWA DIVISION,Rowhouse,Goulbourn,Construct a 2 storey block of 4 rowhouse dwellings,4.0,1388452.84,8652.0,2300506.0,Construction,2023-02-06 15:33:51
687  ,TALIESIN CRES ,K2S2W5,Ward 6,4M-,,CARDEL HOMES INC. OTTAWA DIVISION,Rowhouse,Goulbourn,Construct a 2 storey block of 4 rowhouse dwellings,4.0,1388452.84,8652.0,2300506.0,Construction,2023-02-06 15:33:51
689  ,TALIESIN CRES ,K2S2W5,Ward 6,4M-,,CARDEL HOMES INC. OTTAWA DIVISION,Rowhouse,Goulbourn,Construct a 2 storey block of 4 rowhouse dwellings,4.0,1388452.84,8652.0,2300506.0,Construction,2023-02-06 15:33:51
256  ,KETCHIKAN CRES ,,Ward 4,4M1685,59,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling,1.0,522341.33,2859.0,2300507.0,Construction,2023-02-06 15:38:03
1601  ,MEADOWFIELD PL ,K1C5V8,Ward 2,4M-442,160,AMSTED DESIGN BUILD,Single,Gloucester,Interior alterations in a 2 storey detached dwelling,0.0,56000.0,1292.0,2300508.0,Construction,2023-02-06 16:04:12
116  ,SHEARER CRES ,K2L3W1,Ward 23,4M-,19,CONTRACTOR UNKNOWN,Single,Kanata,Construct a below grade addition to a 2 storey detached dwelling,0.0,41823.0,900.0,2300509.0,Construction,2023-02-06 16:10:48
1550  ,MERIVALE RD ,K2G3J8,Ward 8,4M-,33,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations in a 1 storey restaurant (Pizza Hut),0.0,500000.0,1550.0,2300510.0,Construction,2023-02-07 08:41:38
1026  ,BASELINE RD ,K2C0A6,Ward 9,4M-,10,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to the 2nd floor of a 3 storey building (Sessila Academy, Daycare Centre - Marconi Centre)",0.0,10700.0,107.64,2300511.0,Construction,2023-02-07 08:50:24
439  ,KILMARNOCK WAY ,K2J0M5,Ward 3,4M-1311,213,MALLETTE LANDSCAPING INC,Single,Nepean,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300512.0,Pool Enclosure,2023-02-07 09:29:08
1460  ,MERIVALE RD ,K2E5P1,Ward 9,,,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations in a 1 storey retail building (Loblaws),0.0,100000.0,382.1,2300513.0,Construction,2023-02-07 09:43:36
766  ,DERREEN AVE ,K2S1B9,Ward 6,4M1687,60,***CONTRACTOR***,Single,West Carleton,Finish the basement in a 2 storey detached dwelling,0.0,25093.8,540.0,2300514.0,Construction,2023-02-07 09:52:08
1810  ,"CHAINE, COUR  ",K1C2N3,Ward 2,M240,156,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (Remove loadbearing wall on 1st floor),0.0,3000.0,91.5,2300515.0,Construction,2023-02-07 09:59:02
110  ,ROTHWELL DR ,K1J8L9,Ward 11,878,1130,NJK PROJECTS,Single,Gloucester,Construct a 2 storey addition to a garage and interior alterations to a 2 storey detached dwelling,0.0,70014.09,968.76,2300516.0,Construction,2023-02-07 10:00:22
6755  ,STILL MEADOW WAY ,K4P0E1,Ward 20,,,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey detached dwelling,1.0,790319.24,4252.0,2300517.0,Construction,2023-02-07 10:12:25
300  ,LACASSE AVE ,K1L8G3,Ward 12,238,14 to 22,CONTRACTOR UNKNOWN,Apartment,Vanier,Interior alterations to a 12 storey apartment building (retrofit fire alarm system),0.0,400000.0,226042.12,2300518.0,Construction,2023-02-07 10:14:32
2016  ,CARP RD ,K0A1L0,Ward 6,,1,CONTRACTOR UNKNOWN,Office,West Carleton,Construct an office building on an existing foundation,0.0,100000.0,3500.0,2300519.0,Construction,2023-02-07 10:19:54
111  ,VIEWMOUNT DR ,K2G3B9,Ward 8,401392,511,CONTRACTOR UNKNOWN,Single,Nepean,Construct a secondary dwelling unit and interior alterations to a 1 storey detached dwelling,1.0,65000.0,945.0,2300520.0,Construction,2023-02-07 10:58:07
1123  ,MINNETONKA RD ,K2C2T8,Ward 8,342696,78,DEVON ROY CONTRACTING INC,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling,0.0,28500.0,538.2,2300521.0,Construction,2023-02-07 11:30:44
155  ,OAKRIDGE BLVD ,K2G2V3,Ward 8,348978,89,JUST BASEMENTS,Single,Nepean,Finish the basement in a 1 storey detached dwelling,0.0,35781.9,770.0,2300522.0,Construction,2023-02-07 12:20:11
1412  ,WELLINGTON ST W,K1Y0X7,Ward 15,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Tenant fit-up on the 1st floor of a 6 storey building,0.0,90000.0,1087.15,2300524.0,Construction,2023-02-07 12:25:54
2969  ,FAIRLEA CRES ,K1V9N2,Ward 10,4R1084,A,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Structural restorations to the parking garage for a 12 storey apartment building,0.0,4900000.0,67688.0,2300525.0,Construction,2023-02-07 12:36:52
1089  ,BORDEN SIDE RD ,K2C3P4,Ward 16,4M-,,TOP HAT HOME COMFORT SERVICES,Rowhouse,Old Ottawa,Install a woodstove in a 3 storey rowhouse dwelling (2nd floor),0.0,16153.35,53.82,2300526.0,Construction,2023-02-07 13:37:05
66  ,TRADEWINDS DR ,K2G6Y8,Ward 24,4M-1153,88,MALLETTE LANDSCAPING INC,Single,Nepean,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300527.0,Pool Enclosure,2023-02-07 14:41:02
99  ,BANK ST ,K1P6B9,Ward 14,CCP 417,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 5th floor of a 15 storey office building,0.0,7400000.0,2325.0,2300528.0,Construction,2023-02-07 14:58:16
118  ,SPARKS ST ,K1P0E2,Ward 14,5R6979,"pt 17,18",CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY - Install a premise isolation backflow prevention device on the domestic and fire protection water service in a 6 storey office building (Scotia Bank),0.0,80000.0,1.0,2300529.0,Construction,2023-02-08 08:44:05
696  ,BRIERWOOD AVE ,K2A2J2,Ward 15,469,17,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling (remove load-bearing wall),0.0,8100.0,12.0,2300530.0,Construction,2023-02-08 10:05:45
6150  ,HAZELDEAN RD ,K2S2R2,Ward 6,4M-,24,CONTRACTOR UNKNOWN,Retail,Goulbourn,Tenant fit-up on the ground floor of a 2 storey retail building (fine craft store - unit D),0.0,25000.0,795.0,2300531.0,Construction,2023-02-08 11:05:37
2343  ,JOHN QUINN RD ,K0A2P0,Ward 20,4M-,PT LOT 17,CONTRACTOR UNKNOWN,Other,Osgoode,TEMPORARY PERMIT:  Erect a temporary tent for outdoor events,0.0,90000.0,6300.0,2300532.0,Construction,2023-02-08 11:09:56
1  ,NICHOLAS ST ,K1N5X6,Ward 12,3922,15 - 16,MB FORD CONSTRUCTION LTD.,Office,Old Ottawa,Tenant fit-up on the 12th floor of a 14 storey office building (Unit 1204),0.0,190000.0,1937.5,2300533.0,Construction,2023-02-08 11:17:55
200  ,CATHCART ST ,K1N5E2,Ward 12,4M-,LOT 21 - 23,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior/Exterior alterations to a 2 storey multi-unit apartment dwelling (Unit #12 - due to fire),0.0,64000.0,323.0,2300534.0,Construction,2023-02-08 11:35:01
25  ,NICHOLAS ST ,K1A1J5,Ward 12,474,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Exterior alterations to a 22 storey office building (concrete repairs & waterproofing to parking garage),0.0,148430.0,1130.21,2300535.0,Construction,2023-02-08 11:44:15
148  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
150  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
154  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
156  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
158  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
160  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
164  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
166  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
168  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
170  ,FORWARD AVE ,K1Y1K9,Ward 15,,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior alterations to a 3 storey rowhouse (replace retaining wall),0.0,350000.0,1.0,2300536.0,Construction,2023-02-08 11:53:55
1600  ,JAMES NAISMITH DR ,K1B5N8,Ward 11,,PT LOTS 21 & 22,CONTRACTOR UNKNOWN,Office,Gloucester,Interior alterations in an 8 storey office building (Phase 1 demolition only),0.0,600000.0,205978.19,2300537.0,Construction,2023-02-08 12:15:17
85  ,PIZZICATO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501E 2019 A,TH2502 2020 A,TH2503E 2020 A",3.0,618955.0,4759.0,2300538.0,Construction,2023-02-08 12:44:42
87  ,PIZZICATO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501E 2019 A,TH2502 2020 A,TH2503E 2020 A",3.0,618955.0,4759.0,2300538.0,Construction,2023-02-08 12:44:42
89  ,PIZZICATO ST ,K1C7G4,Ward 19,,,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501E 2019 A,TH2502 2020 A,TH2503E 2020 A",3.0,618955.0,4759.0,2300538.0,Construction,2023-02-08 12:44:42
90  ,PIZZICATO ST ,K1C7G4,Ward 19,,6,CAIVAN (RENAUD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH2501 2020 B,TH2503E 2020 B,TH2505 2019 B,TH2502 2020 B,TH2504C 2020 B",5.0,1013036.0,7789.0,2300539.0,Construction,2023-02-08 12:59:08
