ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
110,DISCOVERY CRES ,K2S0Z9,Ward 6,4M-,23,CONTRACTOR UNKNOWN,Single,Goulbourn,Exterior alterations to construct entrance to basement,0,"15,000",300,2400251,Construction,2024-01-19 13:45
43,DUNHAM ST ,K1J7L7,Ward 11,591,86,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a 2nd storey addition and 1 storey addition (front) to a 1 storey detached dwelling,0,"253,044",2197,2400252,Construction,2024-01-19 14:08
357,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2022 Mid BB,Tahoe 4 2022 End BA,Tahoe 4 2022 End BA,Haven 2022 Mid BB,Laguna 2022 Mid BA,Laguna 2022 Mid BA",6,"1,154,948",8880,2400254,Construction,2024-01-22 8:42
359,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2022 Mid BB,Tahoe 4 2022 End BA,Tahoe 4 2022 End BA,Haven 2022 Mid BB,Laguna 2022 Mid BA,Laguna 2022 Mid BA",6,"1,154,948",8880,2400254,Construction,2024-01-22 8:42
361,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2022 Mid BB,Tahoe 4 2022 End BA,Tahoe 4 2022 End BA,Haven 2022 Mid BB,Laguna 2022 Mid BA,Laguna 2022 Mid BA",6,"1,154,948",8880,2400254,Construction,2024-01-22 8:42
363,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2022 Mid BB,Tahoe 4 2022 End BA,Tahoe 4 2022 End BA,Haven 2022 Mid BB,Laguna 2022 Mid BA,Laguna 2022 Mid BA",6,"1,154,948",8880,2400254,Construction,2024-01-22 8:42
365,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2022 Mid BB,Tahoe 4 2022 End BA,Tahoe 4 2022 End BA,Haven 2022 Mid BB,Laguna 2022 Mid BA,Laguna 2022 Mid BA",6,"1,154,948",8880,2400254,Construction,2024-01-22 8:42
367,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2022 Mid BB,Tahoe 4 2022 End BA,Tahoe 4 2022 End BA,Haven 2022 Mid BB,Laguna 2022 Mid BA,Laguna 2022 Mid BA",6,"1,154,948",8880,2400254,Construction,2024-01-22 8:42
369,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End CA,Haven 2022 Mid CC,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 3 2022 End CA,Monterey 2022 Mid CB",6,"1,143,536",8790,2400255,Construction,2024-01-22 8:49
371,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End CA,Haven 2022 Mid CC,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 3 2022 End CA,Monterey 2022 Mid CB",6,"1,143,536",8790,2400255,Construction,2024-01-22 8:49
373,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End CA,Haven 2022 Mid CC,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 3 2022 End CA,Monterey 2022 Mid CB",6,"1,143,536",8790,2400255,Construction,2024-01-22 8:49
375,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End CA,Haven 2022 Mid CC,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 3 2022 End CA,Monterey 2022 Mid CB",6,"1,143,536",8790,2400255,Construction,2024-01-22 8:49
377,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End CA,Haven 2022 Mid CC,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 3 2022 End CA,Monterey 2022 Mid CB",6,"1,143,536",8790,2400255,Construction,2024-01-22 8:49
379,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End CA,Haven 2022 Mid CC,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 3 2022 End CA,Monterey 2022 Mid CB",6,"1,143,536",8790,2400255,Construction,2024-01-22 8:49
393,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Citrus 2022 BA,Haven 2022 Mid BA,Monterey 2022 - Mid BB,Tahoe 4 2022 End BA,Monterey 2022 End BC",5,"918,892",7243,2400256,Construction,2024-01-22 8:57
395,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Citrus 2022 BA,Haven 2022 Mid BA,Monterey 2022 - Mid BB,Tahoe 4 2022 End BA,Monterey 2022 End BC",5,"918,892",7243,2400256,Construction,2024-01-22 8:57
397,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Citrus 2022 BA,Haven 2022 Mid BA,Monterey 2022 - Mid BB,Tahoe 4 2022 End BA,Monterey 2022 End BC",5,"918,892",7243,2400256,Construction,2024-01-22 8:57
399,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Citrus 2022 BA,Haven 2022 Mid BA,Monterey 2022 - Mid BB,Tahoe 4 2022 End BA,Monterey 2022 End BC",5,"918,892",7243,2400256,Construction,2024-01-22 8:57
401,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Citrus 2022 BA,Haven 2022 Mid BA,Monterey 2022 - Mid BB,Tahoe 4 2022 End BA,Monterey 2022 End BC",5,"918,892",7243,2400256,Construction,2024-01-22 8:57
403,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End DA,Haven 2022 Mid DC,Monterey 2022 Mid DB,Tahoe 3 2022 End DA",4,"801,453",6161,2400257,Construction,2024-01-22 9:10
405,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End DA,Haven 2022 Mid DC,Monterey 2022 Mid DB,Tahoe 3 2022 End DA",4,"801,453",6161,2400257,Construction,2024-01-22 9:10
407,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End DA,Haven 2022 Mid DC,Monterey 2022 Mid DB,Tahoe 3 2022 End DA",4,"801,453",6161,2400257,Construction,2024-01-22 9:10
409,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End DA,Haven 2022 Mid DC,Monterey 2022 Mid DB,Tahoe 3 2022 End DA",4,"801,453",6161,2400257,Construction,2024-01-22 9:10
800,"DECOEUR, PROM  ",K4A0Z3,Ward 19,4M1526,162,CONTRACTOR UNKNOWN,Single,Cumberland,Finish the basement of a 2 storey detached dwelling,0,"21,008",452,2400258,Construction,2024-01-22 9:53
91 B ,ANDERSON ST ,K1R6T6,Ward 14,51,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling to create a secondary dwelling unit (2nd floor),1,"9,500",538,2400259,Construction,2024-01-22 10:19
91,ANDERSON ST ,K1R6T6,Ward 14,51,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling to create a secondary dwelling unit (2nd floor),1,"9,500",538,2400259,Construction,2024-01-22 10:19
416,MCARTHUR AVE ,K1K1G6,Ward 13,131,G,DIGITAL WALLS,Retail,Old Ottawa,Tenant fit-up to a 1 storey retail building (Unit 5 - Hanna Pharmacy),0,"108,356",2083,2400260,Construction,2024-01-22 10:19
5061,CARLSBAD LANE ,K0A3H0,Ward 20,4M-,20,CKC GROUP,Single,Cumberland,Interior alterations in a 1 storey detached dwelling (remove load and non load bearing walls),0,"25,000",240,2400261,Construction,2024-01-22 10:37
1188,CUMMINGS AVE ,K1J7R8,Ward 11,217,1,TCU DEVELOPMENT CORPORATION,Demolition,Gloucester,Demolish a 1 storey detached dwelling,-1,"12,000",-904,2400262,Demolition,2024-01-22 10:51
1196,CUMMINGS AVE ,K1J7R8,Ward 11,217,1,TCU DEVELOPMENT CORPORATION,Demolition,Gloucester,Demolish a 1 storery detached dwelling,-1,"12,000",-904,2400263,Demolition,2024-01-22 10:53
601,CUMBERLAND PRIV ,K1N7K3,Ward 12,14141,8,11612760 ONTARIO INC.,Retail,Old Ottawa,Interior/Exterior alterations in a 3 storey retail building (Nostalgica),0,"200,000",2601,2400264,Construction,2024-01-22 10:59
1025,"JUBILATION, COUR DE LA  ",K4A5K4,Ward 19,4M1665,25,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,2400265,Pool Enclosure,2024-01-22 11:05
1184,CUMMINGS AVE ,K1J7R8,Ward 11,217,PT LOT 1,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 2 storey detached dwelling,-1,"12,000",-1800,2400266,Demolition,2024-01-22 11:07
1213,MEADOWLANDS DR E,K2E6K2,Ward 9,412297,548,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 1 storey detached dwelling,0,"58,659",0,2400267,Construction,2024-01-22 11:26
2666,TENTH LINE RD ,K4A3W5,Ward 19,,5,CONTRACTOR UNKNOWN,Demolition,Cumberland,Demolish 1 storey detached dwelling (and accessory structure),-1,"10,000",-2690,2400268,Demolition,2024-01-22 11:31
1295,CARLING AVE ,K1Z0E2,Ward 16,,PT LOT 33,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Tenant fit-up on the 1st floor of a 24 storey apartment building (TD Bank),0,"219,322",4720,2400269,Construction,2024-01-22 11:45
1539,STITTSVILLE MAIN ST ,K2S2Z9,Ward 6,4M1103,,CONTRACTOR UNKNOWN,Mixed,Goulbourn,Tenant fit up on the ground floor of a 4 storey mixed use building (SHOWROOM Furniture + Lighting),0,"80,000",1900,2400270,Construction,2024-01-22 14:50
30 B ,ROUNDHAY DR ,K2G1B5,Ward 9,378655,158,CONTRACTOR UNKNOWN,Single,Nepean,Construct an additional dwelling unit in a 1 storey detached dwelling (basement),1,"25,000",780,2400271,Construction,2024-01-22 15:02
30,ROUNDHAY DR ,K2G1B5,Ward 9,378655,158,CONTRACTOR UNKNOWN,Single,Nepean,Construct an additional dwelling unit in a 1 storey detached dwelling (basement),1,"25,000",780,2400271,Construction,2024-01-22 15:02
501,CONVENIRE ROW ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End CA,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 4 2022 End CA",4,"808,671",6217,2400272,Construction,2024-01-23 8:55
503,CONVENIRE ROW ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End CA,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 4 2022 End CA",4,"808,671",6217,2400272,Construction,2024-01-23 8:55
505,CONVENIRE ROW ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End CA,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 4 2022 End CA",4,"808,671",6217,2400272,Construction,2024-01-23 8:55
507,CONVENIRE ROW ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Venice 2022 End CA,Monterey 2022 Mid CB,Haven 2022 Mid CC,Tahoe 4 2022 End CA",4,"808,671",6217,2400272,Construction,2024-01-23 8:55
706,"PITON, PLACE DU  ",K1W0R6,Ward 19,,TS569,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-26 The Arden C,1,"344,844",2713,2400273,Construction,2024-01-23 9:20
53,WILLIAM ST ,K1N6Z9,Ward 12,42482,11,CONTRACTOR UNKNOWN,Retail,Old Ottawa,PLUMBING ONLY: Install a backflow prevention device on the domestic cold water supply and Fire Protection System in a 2 storey retail building (Cacao 70),0,"10,000",0,2400274,Construction,2024-01-23 10:02
142,HOPEWELL AVE ,K1S2Z3,Ward 17,115,43,CONTRACTOR UNKNOWN,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,"25,160",541,2400275,Construction,2024-01-23 10:42
17,BOWMOOR AVE ,K2E6M5,Ward 9,427936,661,AMSTED DESIGN BUILD,Single,Nepean,Interior alterations to a 1 storey detached dwelling (Basement reno),0,"53,500",771,2400276,Construction,2024-01-23 11:01
1324,OGDEN ST ,K1J8C4,Ward 11,854,13,CONTRACTOR UNKNOWN,Single,Gloucester,"Exterior alterations to a 1 storey detached dwelling (foundation repair, slab replacement and frost protection for attached garage)",0,"40,000",1,2400277,Construction,2024-01-23 11:13
388,KENT ST ,K2P2A9,Ward 14,27904,31A,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to a 2 storey apartment building (repair rear decking),0,"75,000",1000,2400279,Construction,2024-01-23 11:44
150,MANN AVE ,K1N8P4,Ward 12,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY:  Install a backflow prevention device on the domestic water supply and Fire Protection System of a 3 storey institutional building,0,"15,200",0,2400280,Construction,2024-01-23 13:27
225,FIFTH AVE ,K1S2N1,Ward 17,34756,64,CROWSNEST CONTRACTING,Single,Old Ottawa,"Construct a porch (repairs in existing location, front yard)",0,"20,000",0,2400281,Construction,2024-01-23 13:33
240,DALY AVE ,K1N6G2,Ward 12,6,23-24,CONTRACTOR UNKNOWN,Commercial,Old Ottawa,PLUMBING ONLY:  Install a backflow prevention device on the domestic water supply of a 3 storey commercial building,0,"4,300",0,2400282,Construction,2024-01-23 13:37
1188,CLINE CRES ,K2C2P2,Ward 8,386705,980,RENO-OTTAWA,Single,Old Ottawa,Construct a 2nd storey addition to a 2 storey detached dwelling,0,"154,053",829,2400283,Construction,2024-01-23 13:37
910,"ST-LAURENT, BOUL  ",K1K3B3,Ward 13,131,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,PLUMBING ONLY:  Install a backflow prevention device on the domestic water supply of a 1 storey retail building,0,"3,800",0,2400284,Construction,2024-01-23 13:56
1401,PRINCE OF WALES DR ,K2C1N5,Ward 16,32,,BRODER ELECTRIC LTD.,Apartment,Old Ottawa,Install a generator in an 18 storey apartment building,0,"619,556",14262,2400286,Construction,2024-01-23 15:39
1400,BLAIR TOWERS PL ,K1J9L8,Ward 11,1,PT LOT 21,CONTRACTOR UNKNOWN,Office,Gloucester,Interior alterations on the 3rd floor of a 7 storey office building (Unit 304 - construct partitions for 3 offices),0,"22,000",1507,2400287,Construction,2024-01-23 15:43
2512,DEVINE RD ,K0A3H0,Ward 20,,PT LOT 26,CONTRACTOR UNKNOWN,Office,Cumberland,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device (Vars Communal Well System),0,"5,000",0,2400289,Construction,2024-01-24 8:57
2213,RIVERSIDE DR ,K1H7X5,Ward 17,,PT LOT 18,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device (Billings Bridge Pumping Station),0,"5,000",0,2400290,Construction,2024-01-24 8:58
124,HOLITMAN DR ,K2J2A9,Ward 24,M191,,CONTRACTOR UNKNOWN,Office,Nepean,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device (Barrhaven Pumping Station),0,"5,000",0,2400291,Construction,2024-01-24 8:58
6505 B ,WATERDOWN ST ,K4P0E8,Ward 20,4M-,,CONTRACTOR UNKNOWN,Office,Osgoode,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device (Shadow Ridge Communal Well System),0,"5,000",0,2400292,Construction,2024-01-24 9:00
1540,CALDWELL AVE ,K1Z5A6,Ward 16,4M-,30,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device (Carlington Reservoir #1 & 2),0,"5,000",0,2400293,Construction,2024-01-24 9:00
989,"MONTREAL, CH DE  ",K1K0S6,Ward 13,,PT LOT 22,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device (Montreal Road Pumping Station),0,"5,000",0,2400294,Construction,2024-01-24 9:00
4858,BANK ST ,K0A2P0,Ward 22,4M-,22,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device to the domestic water supply in a 1 storey building (Leitrim pumping station),0,"5,000",0,2400295,Construction,2024-01-24 9:01
5348,MCLEAN CRES ,K4M1E3,Ward 21,764,208-209,CONTRACTOR UNKNOWN,Office,Rideau,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device (Hillside Gardens Pressure Reducing Facility),0,"5,000",0,2400296,Construction,2024-01-24 9:02
4075,FALLOWFIELD RD ,K2J4S1,Ward 9,4M-,21,CONTRACTOR UNKNOWN,Office,Nepean,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device (Fallowfield Road Reservoir & Pumping Station),0,"5,000",0,2400297,Construction,2024-01-24 9:02
3874,INNES RD ,K1W0C8,Ward 19,,PT W1/2 LOT 2,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device (Innes Road Elevated Tank),0,"5,000",0,2400298,Construction,2024-01-24 9:04
3176,DAVIDSON RD ,K1T3S8,Ward 10,,11,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey detached dwelling,-1,"35,000",-1259,2400299,Demolition,2024-01-24 9:05
1600,"ST-JOSEPH, BOUL  ",K1C7L1,Ward 2,4M-,,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY - To install a premise isolation backflow prevention device on the domestic water supply in a 3 storey building (Forest Ridge Pumping Station),0,"5,000",0,2400300,Construction,2024-01-24 9:05
455,CAVESSON ST ,K2V0B8,Ward 6,4M1503,43,***CONTRACTOR***,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"49,955",1075,2400301,Construction,2024-01-24 9:14
351,SHADEHILL CRES ,K2J0L6,Ward 3,4M1311,139,PENGUIN BASEMENTS,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,"38,570",830,2400302,Construction,2024-01-24 9:44
789,LAKERIDGE DR ,K4A0N4,Ward 19,4M-,,MARWOOD HOMES INC,Stacked Rowhouse,Cumberland,STRUCTURAL ONLY: Interior/exterior repairs on a 2 storey stacked rowhouse dwelling (Fire damage),0,"75,000",990,2400303,Construction,2024-01-24 9:50
330,WILBROD ST ,K1N6M5,Ward 12,8,11,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 3 storey mixed use building (restaurant with rooming house),-1,"149,000",-3573,2400304,Demolition,2024-01-24 10:19
332,WILBROD ST ,K1N6M5,Ward 12,8,11,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 3 storey mixed use building (restaurant with rooming house),-1,"149,000",-3573,2400304,Demolition,2024-01-24 10:19
791,LAKERIDGE DR ,K4A0N4,Ward 19,,,MARWOOD HOMES INC,Stacked Rowhouse,Cumberland,STRUCTURAL ONLY: Interior/exterior repairs to a 2 storey stacked rowhouse dwelling (Fire damage),0,"75,000",990,2400305,Construction,2024-01-24 10:23
225 B ,METRIC CIR ,K2V0L1,Ward 6,4M-,,METRIC HOMES (OTTAWA) INC.,Single,Kanata,that's Construct a 2 storey detached dwelling with finished basement and 1 storey secondary dwelling unit with finished basement,2,"658,913",4565,2400306,Construction,2024-01-24 10:23
225,METRIC CIR ,K2V0L1,Ward 6,4M-,,METRIC HOMES (OTTAWA) INC.,Single,Kanata,that's Construct a 2 storey detached dwelling with finished basement and 1 storey secondary dwelling unit with finished basement,2,"658,913",4565,2400306,Construction,2024-01-24 10:23
5,RATAN CRT ,K1V0B2,Ward 16,M-214,1,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Construct a deck and ramp at rear of 1 storey detached dwelling,0,"20,000",538,2400307,Construction,2024-01-24 10:27
793,LAKERIDGE DR ,K4A0N4,Ward 19,4M-,,MARWOOD HOMES INC,Stacked Rowhouse,Cumberland,STRUCTURAL ONLY: Interior/exterior repairs to a 2 storey stacked rowhouse dwelling (fire damage),0,"75,000",990,2400308,Construction,2024-01-24 10:36
186,KEYWORTH AVE ,K1Y0E9,Ward 15,219,14,***CONTRACTOR***,Single,Old Ottawa,Interior alterations on the main floor of a 2 storey detached dwelling,0,"40,000",330,2400309,Construction,2024-01-24 10:36
11,COLONEL BY DR ,K1N5W8,Ward 12,3922,"PT LOT 1-10,67-72",CONTRACTOR UNKNOWN,Commercial,Old Ottawa,Interior alterations to the 23rd and 24th floor of a 24 storey hotel (The Westin),0,"200,000",4650,2400310,Construction,2024-01-24 10:40
787,LAKERIDGE DR ,K4A0N4,Ward 19,,,MARWOOD HOMES INC,Stacked Rowhouse,Cumberland,STRUCTURAL ONLY: Interior/exterior repairs on a 2 storey stacked rowhouse (fire damage),0,"75,000",990,2400311,Construction,2024-01-24 10:48
5,LOTUS CRT ,K1J8A6,Ward 11,854,Part Lot 114,LIFESTYLE SUNROOMS,Single,Gloucester,Construct a 1 storey 3 season sunroom addition on a 2 storey detached dwelling (rear yard),0,"81,353",180,2400314,Construction,2024-01-24 13:36
1809,MAPLE GROVE RD ,K2S0M4,Ward 6,4M-,,CONTRACTOR UNKNOWN,Rowhouse,West Carleton,Interior alterations to a 2 storey rowhouse,0,"1,000",0,2400315,Construction,2024-01-24 14:04
316,LAVERGNE ST ,K1L5E3,Ward 12,706,Part Lot 27 & 28,CONTRACTOR UNKNOWN,Single,Vanier,Interior alterations to a 2 storey detached dwelling,0,"1,000",129,2400316,Construction,2024-01-24 14:29
411,RIVER RD ,K1V1C9,Ward 10,,PT LOT 11-15,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey detached dwelling,-1,"35,000",-1356,2400317,Demolition,2024-01-24 14:39
2420,MONROE AVE ,K2C1L2,Ward 8,394911,610,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition and interior alterations to a 2 storey detached dwelling,0,"179,553",1461,2400318,Construction,2024-01-24 14:50
2349,MAGLADRY RD ,K4B0H3,Ward 19,,14 & 15,CONTRACTOR UNKNOWN,Detached Garage/Shed,Cumberland,Remove and replace detached garage (rear yard),0,0,1260,2400319,Construction,2024-01-24 15:55
96,MANDEVILLA CRES ,K1T0Y1,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Ambrosia modern 2020 end,Spartan modern 6200 2020 A,Gala 2020 Modern 6225 end,Fuji 2020 Modern 6205 mid 2,Fuji 2020 Modern 6205 mid 2",5,"1,101,736",8471,2400320,Construction,2024-01-24 16:08
98,MANDEVILLA CRES ,K1T0Y1,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Ambrosia modern 2020 end,Spartan modern 6200 2020 A,Gala 2020 Modern 6225 end,Fuji 2020 Modern 6205 mid 2,Fuji 2020 Modern 6205 mid 2",5,"1,101,736",8471,2400320,Construction,2024-01-24 16:08
100,MANDEVILLA CRES ,K1T0Y1,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Ambrosia modern 2020 end,Spartan modern 6200 2020 A,Gala 2020 Modern 6225 end,Fuji 2020 Modern 6205 mid 2,Fuji 2020 Modern 6205 mid 2",5,"1,101,736",8471,2400320,Construction,2024-01-24 16:08
102,MANDEVILLA CRES ,K1T0Y1,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Ambrosia modern 2020 end,Spartan modern 6200 2020 A,Gala 2020 Modern 6225 end,Fuji 2020 Modern 6205 mid 2,Fuji 2020 Modern 6205 mid 2",5,"1,101,736",8471,2400320,Construction,2024-01-24 16:08
104,MANDEVILLA CRES ,K1T0Y1,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Ambrosia modern 2020 end,Spartan modern 6200 2020 A,Gala 2020 Modern 6225 end,Fuji 2020 Modern 6205 mid 2,Fuji 2020 Modern 6205 mid 2",5,"1,101,736",8471,2400320,Construction,2024-01-24 16:08
7035,"NOTRE-DAME, RUE  ",K1C1H8,Ward 2,86,23 & 24,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey detached dwelling,-1,"20,000",-893,2400321,Demolition,2024-01-24 16:17
1572,STITTSVILLE MAIN ST ,K2S1P1,Ward 6,4M-,,BEDARD PLUMBING SERVICES INC.,Office,Goulbourn,PLUMBING ONLY: Install a premise isolation on a domestic cold water supply in a 2 storey office building,0,"5,000",0,2400322,Construction,2024-01-25 8:59
1545,CARLING AVE ,K1Z8P9,Ward 15,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 7th floor of a 7 unit office building (Unit 701),0,"150,000",3380,2400323,Construction,2024-01-25 9:10
307,CLOYNE CRES ,K2J6W3,Ward 3,4M1656,232,CONTRACTOR UNKNOWN,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,"22,491",484,2400324,Construction,2024-01-25 9:12
5789,PERTH ST ,K0A2Z0,Ward 21,,26,CONTRACTOR UNKNOWN,Demolition,Goulbourn,Demolition of a 1 storey gas bar & canopy,0,"25,000",-1600,2400325,Demolition,2024-01-25 10:11
153,GREY FOX DR ,K0A1L0,Ward 5,4M-908,28,CONTRACTOR UNKNOWN,Single,West Carleton,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,"60,000",797,2400326,Construction,2024-01-25 10:46
