ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
22,SINGER PL ,K1V0J3,Ward 16,4M-378,18,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (kitchen renovation),0,"25,000",376,2400107,Construction,2024-01-10 9:19
1316,GAULTOIS AVE ,K1C3G6,Ward 2,4M575,3,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 1 storey detached dwelling (Basement bathroom reno),0,"15,000",44,2400108,Construction,2024-01-10 9:25
28,VANSON AVE ,K2E6A8,Ward 9,397932,74,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 1 storey detached dwelling (Basement finishing with bathroom),0,"40,000",700,2400109,Construction,2024-01-10 9:29
7,PINELAND AVE ,K2G0E5,Ward 9,340423,123,"DODS, JOHN",Single,Nepean,Interior alterations in a 1 storey detached dwelling (remove wall between kitchen and living room),0,"20,000",430,2400110,Construction,2024-01-10 9:35
309 B ,CROSSWAY TERR ,K2S3A8,Ward 6,4M-1867,100,CONTRACTOR UNKNOWN,Single,West Carleton,Construct an accessory dwelling unit in the basement of a 2 storey detached dwelling,1,"46,675",1011,2400111,Construction,2024-01-10 9:38
309,CROSSWAY TERR ,K2S3A8,Ward 6,4M-1867,100,CONTRACTOR UNKNOWN,Single,West Carleton,Construct an accessory dwelling unit in the basement of a 2 storey detached dwelling,1,"46,675",1011,2400111,Construction,2024-01-10 9:38
28,EMBER GLOW CRT ,K2S1C3,Ward 6,"683
",13,CROSSFORD CONSTRUCTION,Single,Goulbourn,Construct a 1 storey addition to a 1 storey detached dwelling (rear & side yard),0,"250,086",1345,2400112,Construction,2024-01-10 9:39
27,FAIRFAX AVE ,K1Y0T3,Ward 15,207509,447 & 448,DG RENOVATIONS,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (main floor remove existing wall and new walls),0,"20,000",400,2400113,Construction,2024-01-10 9:51
2210,BANK ST ,K1V1J5,Ward 10,4M944,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up to a 1 storey retail building (Unit #6 - Specsavers),0,"150,000",1714,2400114,Construction,2024-01-10 11:02
510,HAZELDEAN RD ,K2L2B5,Ward 23,204,8,CONTRACTOR UNKNOWN,Retail,Kanata,PLUMBING ONLY - Install a backflow prevention device on the domestic water supply  in a 1 storey commercial building,0,"10,000",0,2400115,Construction,2024-01-10 12:40
21,NADOLNY SACHS PRIV ,K2A1R9,Ward 7,,PT LOT 30,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 1 storey community centre (changeroom renovation),0,"400,000",5091,2400116,Construction,2024-01-10 13:03
364,WINONA AVE ,K1Z5H7,Ward 15,37,25,FALSETTO HOMES INC.,Apartment,Old Ottawa,Construct an 8 unit 3 storey apartment building,8,"1,022,285",5500,2400117,Construction,2024-01-10 13:30
415 A -2,TWEEDSMUIR AVE ,K1Z5N6,Ward 15,272,6,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey long semi-detached dwelling with basement secondary dwelling units,4,"771,698",4903,2400118,Construction,2024-01-10 13:55
415 A ,TWEEDSMUIR AVE ,K1Z5N6,Ward 15,272,6,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey long semi-detached dwelling with basement secondary dwelling units,4,"771,698",4903,2400118,Construction,2024-01-10 13:55
415 B -2,TWEEDSMUIR AVE ,K1Z5N6,Ward 15,272,6,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey long semi-detached dwelling with basement secondary dwelling units,4,"771,698",4903,2400118,Construction,2024-01-10 13:55
415 B ,TWEEDSMUIR AVE ,K1Z5N6,Ward 15,272,6,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey long semi-detached dwelling with basement secondary dwelling units,4,"771,698",4903,2400118,Construction,2024-01-10 13:55
51,GENEVA ST ,K1Y3N6,Ward 15,M48,2423,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (bathroom being turned into 2 bathrooms and removal of walls),0,"45,000",121,2400119,Construction,2024-01-10 14:52
2186 B ,NAVAHO DR ,K2C0V8,Ward 8,4M-,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an ADU (basement) and Interior Alterations to a 2 storey detached dwelling,1,"104,750",1636,2400120,Construction,2024-01-10 16:01
2186,NAVAHO DR ,K2C0V8,Ward 8,4M-,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an ADU (basement) and Interior Alterations to a 2 storey detached dwelling,1,"104,750",1636,2400120,Construction,2024-01-10 16:01
428,CORKSTOWN RD ,,Ward 7,4M-,,MASS ELECTRIC CONSTRUCTION CANADA CO.,Industrial,Nepean,Construct a 1 storey industrial building (Medium Voltage Substation) OLRT - Confederation Line,0,"61,856",555,2400121,Construction,2024-01-10 16:06
1209,MICHAEL ST N,K1J7T2,Ward 11,4M-,27,CONTRACTOR UNKNOWN,Office,Gloucester,Replace fire alarm control system in a 2 storey office building,0,"32,200",1,2400122,Construction,2024-01-11 9:11
66,SLATER ST ,K1A0P4,Ward 14,3922,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to a 22 storey office building (3rd floor),0,"31,500",0,2400124,Construction,2024-01-11 11:23
1319 B ,AVENUE N  ,,Ward 18,320,639 TO 640,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an additional dwelling unit in the basement of a 1 storey detached dwelling,1,"70,000",1000,2400125,Construction,2024-01-11 14:17
1319,AVENUE N  ,K1G0A7,Ward 18,320,639 TO 640,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an additional dwelling unit in the basement of a 1 storey detached dwelling,1,"70,000",1000,2400125,Construction,2024-01-11 14:17
109,BOULONNAIS GROVE ,K2V0S8,Ward 6,4M-,,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling,1,"381,777",2054,2400126,Construction,2024-01-11 15:04
1211,TRENTON AVE ,K1Z8J6,Ward 16,294,56,RENOPERMIT PROFESSIONAL CORPORATION,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling (Abandoning 2 windows and adding 1 window and enlarging window),0,"10,000",0,2400127,Construction,2024-01-11 16:17
51,STIKINE DR ,K2T1H5,Ward 4,4M-790,,HIGHER GROUND OTTAWA LTD,Single,Kanata,Construct a deck (rear yard),0,"12,000",90,2400128,Construction,2024-01-12 8:35
30 A ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
30 B ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
30 C ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
30 D ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
30 E ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
30 F ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
40 A ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
40 B ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
40 C ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
40 D ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
40 E ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
40 F ,MAIZE ST ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400129,Construction,2024-01-12 8:49
10:00 AM,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
10 B ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
10 C ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
10 D ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
10 E ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
10 F ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
20 A ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
20 B ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
20 C ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
20 D ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
20 E ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
20 F ,MAIZE ST ,K2S2V5,Ward 6,4M-,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,849,413",13266,2400130,Construction,2024-01-12 8:52
800 A ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
800 B ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
800 C ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
800 D ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
800 E ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
800 F ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
810 A ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
810 B ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
810 C ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
810 D ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
810 E ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
810 F ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400131,Construction,2024-01-12 8:54
820 A ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
820 B ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
820 C ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
820 D ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
820 E ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
820 F ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
830 A ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
830 B ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
830 C ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
830 D ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
830 E ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
830 F ,ROGER GRIFFITHS AVE ,K2S2V5,Ward 6,4M1675,,RICHCRAFT HOMES LIMITED,Stacked Rowhouse,Goulbourn,"Construct a block of 12, 3 storey stacked rowhouses",12,"1,863,912",13370,2400132,Construction,2024-01-12 8:55
6,AMHERST CRES ,K2J1V9,Ward 3,M207,111,CONTRACTOR UNKNOWN,Semi - Detached,Nepean,Exterior/Interior alterations to a 2 storey detached dwelling (rear yard exterior stair case and door),0,"30,000",66,2400133,Construction,2024-01-12 9:10
1100 B ,RICHARD AVE ,,Ward 17,527,25,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a secondary dwelling unit in a 2 storey semi-detached (basement),1,"30,000",790,2400134,Construction,2024-01-12 9:30
1100,RICHARD AVE ,K1H8C6,Ward 17,527,25,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a secondary dwelling unit in a 2 storey semi-detached (basement),1,"30,000",790,2400134,Construction,2024-01-12 9:30
350,LEGGET DR ,K2K0G7,Ward 4,4M-,,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations on the 2nd floor of a 3 storey office building,0,"20,635",50,2400135,Construction,2024-01-12 9:35
5839,THUNDER RD ,K0A1K0,Ward 20,,4,CONTRACTOR UNKNOWN,Detached Garage/Shed,Gloucester,Construct a storage shed (rear yard),0,"80,000",1850,2400136,Construction,2024-01-12 10:30
941,SCALA AVE ,K4A4X6,Ward 19,4M1247,63,CONTRACTOR UNKNOWN,Single,Cumberland,"Finish the basement of a 1 storey detached dwelling (Addition of 1 bedroom, a bathroom and a rec room)",0,"32,529",700,2400137,Construction,2024-01-12 10:56
100,QUEEN ST ,K1P1J9,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to a 17 storey office building (Unit 870),0,"250,000",1055,2400138,Construction,2024-01-12 11:09
112,MATTINGLY WAY ,K4M0C5,Ward 22,4M1480,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Interior alterations to a 2 storey rowhouse dwelling (basement bathroom),0,"1,655",36,2400139,Construction,2024-01-12 11:12
770,BROOKFIELD RD ,K1V2V4,Ward 16,4M-,,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit-up on the 1st floor of a 2 storey building (Popeyes Unit 8E1.1),0,"280,000",1791,2400140,Construction,2024-01-12 11:14
142,LUMEN PL ,K1W0N3,Ward 19,4M-1722,60,GLENVIEW HOMES (INNES) LTD.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 36-13 Prescott 2023 Elev E,1,"537,164",2890,2400141,Construction,2024-01-12 11:58
138,LUMEN PL ,K1W0N3,Ward 19,4M1722,62,GLENVIEW HOMES (INNES) LTD.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 36-04 2018 E,1,"371,412",2221,2400142,Construction,2024-01-12 12:00
146,LUMEN PL ,K1W0N3,Ward 19,4M-1722,59,GLENVIEW HOMES (INNES) LTD.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 36-13 Prescott 2023 Elev E,1,"537,164",2890,2400143,Construction,2024-01-12 12:01
1104,MISTY MORNING LANE ,K4P1P8,Ward 20,4M-937,76,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a deck (rear yard),0,"5,000",476,2400144,Construction,2024-01-12 12:03
18,SALAMANDER WAY ,K1X0E9,Ward 22,4M-1617,5,***CONTRACTOR***,Single,Gloucester,Finish the basement in a 2 storey detached dwelling,0,"44,363",955,2400145,Construction,2024-01-12 12:11
97 B ,CLARENDON AVE ,K1Y0P8,Ward 15,M48,2267,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations to a semi-detached dwelling,0,"20,000",120,2400146,Construction,2024-01-12 12:15
1200,"ST-LAURENT, BOUL  ",K1K4H4,Ward 13,747,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up in a 2 storey retail building (St. Laurent Shopping Centre - Popeyes, U633)",0,"240,000",1580,2400147,Construction,2024-01-12 13:17
191,ROCKMELON ST ,K4M1B2,Ward 22,4M-1728,25,HN HOMES LIMITED PARTNERSHIP,Single,Ottawa,Construct a 2 Storey Single with attached garage  Model: 35-4 Hayden 2016 Standard,1,"325,242",1945,2400148,Construction,2024-01-12 14:44
1680,STITTSVILLE MAIN ST ,K2S1P5,Ward 6,528,6,CONTRACTOR UNKNOWN,Demolition,Goulbourn,Demolish a 1 storey detached dwelling and detached garage,-1,"20,000",-500,2400149,Demolition,2024-01-12 14:58
1490,RIVER RD ,K4M1B4,Ward 20,4M-,7,CONTRACTOR UNKNOWN,Single,Osgoode,Interior alterations to a 2 storey detached dwelling,0,"190,000",2260,2400150,Construction,2024-01-12 15:01
140,LUMEN PL ,K1W0N3,Ward 19,4M1722,61,GLENVIEW HOMES (INNES) LTD.,Single,Gloucester,Construct a 2 storey detached dwelling (36-13 Prescott 2023 Elevation F),1,"557,565",3377,2400151,Construction,2024-01-12 15:10
1363,WOODROFFE AVE ,K2G1V7,Ward 8,,,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations to a 1 storey retail building (Petvalu),0,"280,000",5382,2400152,Construction,2024-01-12 15:34
595,PAAKANAAK AVE ,K1X0H4,Ward 22,4M1653,5,EQ HOMES,Single,Gloucester,Construct a 1 storey detached dwelling with a finished basement,1,"300,832",2181,2400154,Construction,2024-01-12 15:50
4000,INNOVATION DR ,K2K3K1,Ward 4,4M1104,,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations to the ground floor of a 3 storey office building (partition of existing ground floor space and new doors for suite separation - Mitel),0,"30,000",1000,2400155,Construction,2024-01-12 15:50
319,OXER PL ,K2V0C6,Ward 6,4M-1521,82,CONTRACTOR UNKNOWN,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"45,029",969,2400156,Construction,2024-01-15 8:26
109,DUCK POND PL ,K0A1T0,Ward 5,4M-1044,9,OAKWOOD DESIGNERS AND BUILDERS,Single,West Carleton,Interior alterations to a 2 storey detached dwelling (mudroom and pantry),0,"96,000",700,2400157,Construction,2024-01-15 9:07
805 B ,ALPINE AVE ,K2B5R5,Ward 7,311,164,"VIRK, NAVDEEP",Single,Old Ottawa,Construct a secondary dwelling in a 2 storey detached dwelling (basement),1,"40,000",625,2400158,Construction,2024-01-15 10:19
805,ALPINE AVE ,K2B5R5,Ward 7,311,164,"VIRK, NAVDEEP",Single,Old Ottawa,Construct a secondary dwelling in a 2 storey detached dwelling (basement),1,"40,000",625,2400158,Construction,2024-01-15 10:19
12,"HONFLEUR, RUE DE  ",K4A1E8,Ward 1,4M1610,20,CONTRACTOR UNKNOWN,Single,Cumberland,Finish the basement of a 2 storey detached dwelling,0,"32,529",700,2400159,Construction,2024-01-15 10:30
880,CONNAUGHT AVE ,K2B5M6,Ward 7,348,240,LAIR CONTRACTING,Semi - Detached,Old Ottawa,"Interior alterations to a 2 storey semi detached dwelling (LBW removal, kitchen and bathrooms reno, windows replacement, all floors and walls finishes + insulation)",0,"138,750",1334,2400160,Construction,2024-01-15 10:34
380,RICHMOND RD ,K2A0E8,Ward 15,204,8,CONTRACTOR UNKNOWN,Retail,Old Ottawa,PLUMBING ONLY - Install a backflow prevention device on the domestic water supply in a 1 storey commercial building,0,"5,000",0,2400161,Construction,2024-01-15 10:46
201,KING ARTHUR ST ,K4C0A2,Ward 1,4M-,,OGC LTD.,Single,Cumberland,Exterior alterations to a 1 storey detached dwelling (Roof Alterations),0,"10,000",170,2400162,Construction,2024-01-15 11:34
56,ONSLOW CRES ,K1S1E9,Ward 17,M45,"228, 229",CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a porch (front yard),0,"20,000",260,2400163,Construction,2024-01-15 11:40
358,AQUAVIEW DR ,K4A5K5,Ward 19,4M1665,15,CONTRACTOR UNKNOWN,Single,Cumberland,Finish the basement of a 2 storey detached dwelling,0,"24,141",520,2400164,Construction,2024-01-15 11:57
880,SENDERO WAY ,K2S2W9,Ward 6,4M-1689,73,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Sirius 2710 2023 A,1,"448,876",2415,2400165,Construction,2024-01-15 12:23
100,BAYSHORE DR ,K2B8C1,Ward 7,465465,PT LOT 17,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit-up in a 3 storey retail building (Bayshore Shopping Centre, CRU C9 Uniqlo)",0,"500,000",15710,2400166,Construction,2024-01-15 12:28
240,BAILLIE AVE ,K0A3M0,Ward 5,4M-,,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 2 storey detached dwelling,1,"413,375",2224,2400167,Construction,2024-01-15 13:17
136,LAKE TRAIL RD ,K4P0G2,Ward 20,4M1636,49,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling,1,"792,353",4263,2400168,Construction,2024-01-15 13:28
227,MOUNTAIN SORREL WAY ,K4A1H3,Ward 19,4M1592,272,ORLEANS HOT TUBS & POOLS,Rowhouse,Cumberland,Install an enclosure for a hot tub(rear yard),0,0,0,2400169,Pool Enclosure,2024-01-15 13:30
